city;area;rooms;bathroom;parking spaces;floor;animal;furniture;rent
São Paulo;300;3;5;4;0;acept;not furnished;7804
São Paulo;320;4;5;4;0;acept;not furnished;7806
Rio de Janeiro;257;4;3;2;3;acept;furnished;7808
São Paulo;160;3;3;1;1;acept;not furnished;7808
Campinas;650;4;4;8;0;acept;not furnished;7813
São Paulo;171;3;3;1;13;acept;not furnished;7819
Belo Horizonte;280;4;4;5;10;acept;not furnished;7821
São Paulo;200;3;3;2;7;acept;not furnished;7821
Rio de Janeiro;170;3;4;3;3;acept;not furnished;7822
Rio de Janeiro;290;3;3;1;9;acept;not furnished;7822
São Paulo;280;4;4;8;0;acept;not furnished;7834
Rio de Janeiro;185;3;2;2;2;not acept;not furnished;7838
São Paulo;129;3;5;0;14;acept;not furnished;7838
São Paulo;200;3;3;3;0;acept;not furnished;7843
São Paulo;240;4;4;3;1;acept;not furnished;7846
São Paulo;100;3;3;2;13;acept;not furnished;7851
São Paulo;204;4;3;1;2;acept;furnished;7851
Rio de Janeiro;300;4;3;2;1;acept;not furnished;7854
Belo Horizonte;156;4;4;3;7;acept;not furnished;7856
São Paulo;55;1;2;1;18;acept;furnished;7858
São Paulo;310;3;4;3;8;acept;not furnished;7858
Belo Horizonte;148;4;3;2;12;acept;not furnished;7859
Belo Horizonte;175;4;4;3;10;acept;not furnished;7859
Belo Horizonte;266;4;3;2;0;acept;not furnished;7859
São Paulo;88;2;3;2;11;acept;not furnished;7859
Campinas;145;4;3;2;8;acept;not furnished;7865
Rio de Janeiro;172;3;3;3;3;acept;not furnished;7865
São Paulo;600;3;3;4;0;acept;not furnished;7869
Rio de Janeiro;120;3;2;2;1;acept;furnished;7870
São Paulo;140;2;1;1;6;not acept;furnished;7870
Belo Horizonte;201;4;4;3;2;acept;not furnished;7874
São Paulo;341;3;3;2;6;acept;not furnished;7881
São Paulo;80;1;1;1;10;acept;not furnished;7883
São Paulo;200;4;4;1;1;not acept;not furnished;7883
São Paulo;200;3;3;1;11;not acept;not furnished;7883
São Paulo;190;3;4;2;10;not acept;not furnished;7889
São Paulo;700;5;7;8;0;acept;furnished;7891
São Paulo;87;2;2;1;4;acept;not furnished;7896
São Paulo;118;3;2;1;4;acept;furnished;7899
Rio de Janeiro;255;4;3;0;6;acept;not furnished;7900
São Paulo;170;4;5;3;14;acept;furnished;7902
São Paulo;600;4;4;4;0;acept;not furnished;7903
São Paulo;142;3;4;3;21;not acept;not furnished;7909
São Paulo;320;3;3;2;0;acept;not furnished;7909
São Paulo;195;2;3;1;10;acept;not furnished;7911
São Paulo;122;3;2;1;9;acept;not furnished;7919
São Paulo;200;3;3;1;8;acept;not furnished;7926
São Paulo;103;3;3;0;6;acept;not furnished;7927
São Paulo;149;3;4;3;7;acept;furnished;7927
São Paulo;96;2;2;2;4;acept;furnished;7933
São Paulo;362;4;5;2;0;acept;not furnished;7940
São Paulo;100;1;2;1;13;not acept;not furnished;7945
São Paulo;110;3;2;1;1;not acept;furnished;7948
São Paulo;60;2;2;1;11;acept;furnished;7957
São Paulo;180;3;2;1;11;acept;furnished;7958
São Paulo;250;3;2;8;0;acept;not furnished;7958
Porto Alegre;600;5;7;5;0;acept;not furnished;7959
São Paulo;150;3;2;1;7;acept;furnished;7961
São Paulo;162;4;4;3;7;not acept;not furnished;7961
São Paulo;190;3;2;2;9;acept;not furnished;7965
Rio de Janeiro;160;3;2;0;8;not acept;furnished;7969
Belo Horizonte;300;3;4;4;0;acept;not furnished;7973
Belo Horizonte;550;3;3;5;0;acept;not furnished;7973
São Paulo;320;4;4;0;20;acept;not furnished;7973
São Paulo;160;3;3;3;0;not acept;not furnished;7975
São Paulo;470;5;4;6;0;acept;not furnished;7976
São Paulo;180;4;4;2;10;acept;not furnished;7977
Belo Horizonte;300;5;3;4;0;acept;not furnished;7979
Belo Horizonte;350;7;5;4;0;acept;not furnished;7980
São Paulo;100;3;3;1;0;acept;not furnished;7987
São Paulo;200;4;5;3;2;acept;not furnished;7992
São Paulo;300;4;2;3;0;acept;not furnished;7999
São Paulo;117;2;2;1;11;not acept;furnished;8001
São Paulo;100;4;5;4;1;acept;not furnished;8002
São Paulo;220;4;4;3;4;not acept;furnished;8002
São Paulo;290;4;4;0;0;acept;not furnished;8003
São Paulo;400;4;3;3;0;acept;not furnished;8006
São Paulo;140;2;4;2;19;not acept;not furnished;8008
Porto Alegre;152;3;5;3;9;acept;not furnished;8009
São Paulo;49;1;1;1;7;acept;furnished;8009
São Paulo;350;4;3;4;0;acept;not furnished;8011
São Paulo;220;3;4;4;13;acept;not furnished;8012
São Paulo;154;3;1;3;17;acept;furnished;8015
São Paulo;230;4;5;0;0;acept;furnished;8015
São Paulo;255;4;4;0;15;acept;furnished;8016
Rio de Janeiro;140;3;2;2;3;acept;not furnished;8017
Rio de Janeiro;200;2;3;2;1;acept;not furnished;8018
São Paulo;117;3;4;2;10;acept;not furnished;8018
São Paulo;220;4;4;1;19;acept;not furnished;8020
Rio de Janeiro;125;4;4;2;8;acept;not furnished;8026
Belo Horizonte;540;5;4;8;0;acept;not furnished;8027
São Paulo;145;3;4;3;1;not acept;not furnished;8027
São Paulo;180;3;3;2;11;acept;furnished;8029
São Paulo;160;2;3;3;0;acept;not furnished;8030
São Paulo;250;4;4;3;0;not acept;not furnished;8030
São Paulo;260;4;3;4;1;acept;furnished;8031
São Paulo;420;4;5;0;0;acept;not furnished;8038
Belo Horizonte;400;6;5;5;0;acept;not furnished;8040
São Paulo;230;3;3;1;3;acept;not furnished;8043
Belo Horizonte;280;4;4;3;10;acept;not furnished;8045
Rio de Janeiro;95;2;3;0;4;acept;furnished;8048
São Paulo;120;4;3;3;16;acept;not furnished;8049
São Paulo;109;3;2;2;13;acept;not furnished;8058
São Paulo;109;4;2;2;13;acept;not furnished;8058
São Paulo;335;4;6;4;2;acept;furnished;8058
São Paulo;480;4;5;3;0;acept;not furnished;8062
São Paulo;200;3;2;5;0;acept;not furnished;8069
São Paulo;355;4;4;3;0;acept;not furnished;8070
Rio de Janeiro;130;3;1;0;4;acept;not furnished;8071
Campinas;270;3;3;5;0;acept;not furnished;8072
São Paulo;240;3;5;4;0;acept;not furnished;8072
São Paulo;65;2;2;2;7;acept;not furnished;8077
São Paulo;210;3;2;2;11;acept;furnished;8081
São Paulo;100;2;4;2;10;acept;not furnished;8083
São Paulo;48;1;1;1;21;not acept;furnished;8086
São Paulo;140;2;2;2;7;acept;not furnished;8086
São Paulo;330;2;4;3;0;acept;not furnished;8091
São Paulo;340;3;5;5;0;acept;not furnished;8091
Porto Alegre;243;3;5;1;2;acept;not furnished;8093
São Paulo;158;3;3;2;10;not acept;not furnished;8094
São Paulo;183;4;4;3;7;acept;not furnished;8098
São Paulo;200;3;4;0;2;acept;not furnished;8098
Rio de Janeiro;95;2;2;2;11;acept;not furnished;8099
São Paulo;220;4;4;3;2;acept;not furnished;8100
São Paulo;225;4;6;4;4;acept;not furnished;8100
São Paulo;256;3;3;2;0;not acept;not furnished;8102
São Paulo;120;1;2;2;4;acept;not furnished;8104
Belo Horizonte;402;4;4;4;0;acept;furnished;8106
Campinas;256;4;5;4;8;acept;not furnished;8106
Campinas;139;3;5;3;3;acept;furnished;8107
São Paulo;136;3;2;1;10;not acept;furnished;8114
São Paulo;210;4;4;3;3;acept;not furnished;8115
São Paulo;136;3;4;3;13;acept;not furnished;8116
São Paulo;260;3;3;3;8;acept;furnished;8116
São Paulo;160;3;3;1;0;acept;not furnished;8121
São Paulo;240;4;2;4;0;acept;not furnished;8121
São Paulo;280;3;5;3;0;acept;not furnished;8121
São Paulo;280;5;2;1;0;acept;not furnished;8121
São Paulo;300;6;7;5;0;not acept;not furnished;8121
São Paulo;380;4;2;0;0;acept;not furnished;8121
São Paulo;200;3;4;3;6;acept;furnished;8123
São Paulo;95;3;2;2;10;acept;not furnished;8131
São Paulo;230;3;4;3;8;not acept;not furnished;8131
Belo Horizonte;306;3;5;0;0;acept;not furnished;8132
São Paulo;220;3;2;3;0;acept;furnished;8133
São Paulo;100;3;2;1;4;acept;not furnished;8135
Porto Alegre;483;4;4;0;4;acept;furnished;8139
São Paulo;60;1;1;1;11;not acept;furnished;8143
Rio de Janeiro;140;3;2;2;1;acept;not furnished;8153
São Paulo;180;3;2;2;6;acept;not furnished;8154
São Paulo;186;4;4;3;11;acept;not furnished;8155
São Paulo;180;3;3;1;0;acept;furnished;8156
Rio de Janeiro;140;4;2;1;1;not acept;not furnished;8158
São Paulo;500;3;6;0;0;acept;not furnished;8164
Porto Alegre;750;5;3;6;0;not acept;furnished;8168
São Paulo;114;2;3;1;1;acept;furnished;8168
São Paulo;280;3;3;4;21;acept;not furnished;8172
Campinas;138;3;3;0;2;acept;not furnished;8173
São Paulo;138;2;2;1;11;acept;furnished;8178
São Paulo;130;3;2;1;8;acept;not furnished;8179
Rio de Janeiro;124;4;2;1;2;acept;not furnished;8184
São Paulo;68;2;2;2;7;acept;furnished;8184
São Paulo;400;4;4;0;0;acept;not furnished;8188
São Paulo;167;3;3;4;10;acept;not furnished;8191
São Paulo;190;3;3;3;6;acept;furnished;8192
São Paulo;142;3;2;2;6;acept;furnished;8193
São Paulo;190;3;4;3;1;acept;not furnished;8195
São Paulo;95;3;2;1;11;acept;not furnished;8197
Belo Horizonte;216;4;5;5;12;acept;not furnished;8200
São Paulo;251;4;4;3;10;acept;not furnished;8204
Rio de Janeiro;160;4;3;2;2;acept;not furnished;8205
São Paulo;74;2;1;2;9;acept;furnished;8208
São Paulo;146;3;5;2;8;acept;not furnished;8208
São Paulo;270;3;3;4;1;acept;not furnished;8208
São Paulo;160;3;2;1;1;acept;not furnished;8217
Campinas;214;3;3;2;1;acept;not furnished;8218
São Paulo;146;3;4;4;15;acept;not furnished;8218
São Paulo;115;4;3;4;1;acept;furnished;8222
Belo Horizonte;360;6;3;4;0;acept;not furnished;8223
Belo Horizonte;417;3;5;8;0;acept;not furnished;8226
São Paulo;130;3;2;2;8;acept;not furnished;8231
Belo Horizonte;214;4;3;3;1;not acept;not furnished;8233
São Paulo;200;3;3;3;13;acept;furnished;8237
Rio de Janeiro;115;2;2;0;13;acept;not furnished;8239
São Paulo;165;3;3;2;3;acept;furnished;8242
São Paulo;244;4;3;4;2;acept;furnished;8243
Campinas;550;3;7;8;0;acept;not furnished;8246
Belo Horizonte;405;2;3;0;7;acept;not furnished;8253
São Paulo;220;4;4;4;11;not acept;not furnished;8254
Rio de Janeiro;71;2;2;1;13;not acept;furnished;8255
São Paulo;220;4;2;2;9;acept;not furnished;8256
São Paulo;328;3;4;4;18;acept;furnished;8259
São Paulo;363;3;5;4;10;not acept;not furnished;8263
São Paulo;390;3;3;2;0;acept;furnished;8263
São Paulo;170;4;4;3;10;not acept;furnished;8265
Belo Horizonte;2000;3;3;2;2;acept;furnished;8267
Belo Horizonte;154;4;2;3;4;not acept;furnished;8269
Campinas;438;5;4;0;0;acept;not furnished;8269
São Paulo;170;4;2;1;3;acept;furnished;8273
São Paulo;100;1;2;2;11;acept;not furnished;8281
Campinas;154;3;3;1;14;not acept;not furnished;8283
Campinas;230;3;3;3;6;acept;not furnished;8292
São Paulo;200;4;3;2;10;acept;furnished;8292
Belo Horizonte;450;7;5;3;0;not acept;not furnished;8302
Rio de Janeiro;380;4;3;2;9;acept;not furnished;8302
São Paulo;125;3;3;3;1;acept;not furnished;8305
São Paulo;257;4;3;2;0;acept;not furnished;8306
Porto Alegre;129;2;2;2;9;acept;furnished;8309
Campinas;380;3;3;5;0;acept;not furnished;8311
Rio de Janeiro;65;2;2;1;5;acept;furnished;8314
São Paulo;140;3;2;1;0;acept;furnished;8324
São Paulo;100;2;2;2;6;acept;furnished;8325
São Paulo;108;4;3;2;4;acept;not furnished;8326
São Paulo;215;4;4;3;6;acept;not furnished;8328
São Paulo;200;3;4;4;8;acept;furnished;8331
Rio de Janeiro;102;3;4;3;3;acept;furnished;8334
São Paulo;84;2;2;0;12;not acept;not furnished;8334
Rio de Janeiro;85;2;3;1;5;acept;not furnished;8336
São Paulo;680;4;5;8;0;acept;not furnished;8338
Rio de Janeiro;135;4;2;2;13;acept;furnished;8340
São Paulo;103;3;3;2;3;acept;furnished;8341
São Paulo;260;2;4;4;14;acept;not furnished;8344
São Paulo;220;3;3;2;14;not acept;furnished;8347
São Paulo;560;4;6;5;0;acept;not furnished;8349
São Paulo;199;3;4;5;17;acept;furnished;8351
Porto Alegre;170;3;3;2;0;acept;not furnished;8352
Rio de Janeiro;85;2;1;0;9;acept;furnished;8356
São Paulo;440;6;7;0;0;acept;not furnished;8360
Rio de Janeiro;310;3;2;0;5;acept;not furnished;8363
São Paulo;250;3;4;4;0;acept;not furnished;8363
São Paulo;187;4;3;2;7;acept;not furnished;8366
Rio de Janeiro;320;3;4;1;11;not acept;not furnished;8367
São Paulo;78;1;1;2;8;not acept;furnished;8374
São Paulo;235;3;3;1;3;acept;not furnished;8376
São Paulo;226;4;4;4;2;acept;not furnished;8377
Rio de Janeiro;81;2;3;2;7;not acept;furnished;8381
São Paulo;56;1;1;0;2;acept;furnished;8382
São Paulo;260;4;2;2;3;acept;not furnished;8386
São Paulo;75;1;1;2;8;acept;furnished;8388
São Paulo;189;3;3;1;12;acept;not furnished;8388
Belo Horizonte;330;5;4;2;0;acept;not furnished;8399
São Paulo;480;4;5;2;0;acept;furnished;8399
São Paulo;174;3;4;2;2;acept;not furnished;8403
São Paulo;188;3;4;3;1;acept;not furnished;8411
São Paulo;430;4;7;6;0;acept;not furnished;8411
São Paulo;200;3;3;2;0;acept;not furnished;8413
São Paulo;196;4;3;3;13;not acept;not furnished;8415
São Paulo;205;3;4;4;13;acept;not furnished;8427
São Paulo;200;4;4;4;1;acept;not furnished;8430
Rio de Janeiro;400;3;1;1;0;acept;furnished;8433
São Paulo;124;3;2;3;7;acept;not furnished;8434
São Paulo;470;4;6;3;0;acept;not furnished;8443
São Paulo;189;3;4;3;8;acept;not furnished;8444
Belo Horizonte;270;4;5;6;0;acept;furnished;8449
Campinas;650;4;7;5;0;acept;not furnished;8455
São Paulo;250;4;5;2;0;acept;not furnished;8459
São Paulo;180;3;4;3;5;not acept;not furnished;8461
São Paulo;164;4;4;3;1;acept;not furnished;8467
Belo Horizonte;205;4;4;4;5;acept;not furnished;8471
São Paulo;240;3;4;3;0;acept;not furnished;8473
São Paulo;212;4;5;6;7;acept;not furnished;8475
Rio de Janeiro;163;3;3;0;2;acept;not furnished;8483
São Paulo;330;5;4;2;0;acept;furnished;8485
São Paulo;161;2;2;3;3;acept;not furnished;8486
Porto Alegre;147;2;3;2;2;acept;furnished;8491
São Paulo;112;1;2;2;7;acept;furnished;8496
São Paulo;64;2;2;1;7;not acept;not furnished;8497
São Paulo;321;3;5;2;0;acept;furnished;8501
São Paulo;291;4;3;2;1;acept;not furnished;8503
São Paulo;340;8;5;4;0;acept;not furnished;8506
Rio de Janeiro;500;5;5;1;0;acept;not furnished;8507
São Paulo;200;4;3;2;8;acept;not furnished;8511
São Paulo;218;4;4;2;1;acept;not furnished;8512
São Paulo;264;3;3;2;16;acept;furnished;8513
Belo Horizonte;230;4;4;3;3;acept;not furnished;8515
Campinas;330;3;3;2;10;not acept;not furnished;8515
Campinas;420;4;5;4;0;acept;not furnished;8518
Belo Horizonte;190;4;4;3;1;not acept;not furnished;8524
Belo Horizonte;155;4;5;3;15;acept;not furnished;8525
Porto Alegre;444;3;6;4;3;acept;not furnished;8525
Belo Horizonte;400;5;5;8;0;acept;not furnished;8543
São Paulo;130;2;4;3;2;acept;not furnished;8544
São Paulo;220;5;4;3;0;not acept;not furnished;8546
São Paulo;500;4;5;6;0;not acept;not furnished;8546
São Paulo;230;4;6;4;12;acept;not furnished;8547
São Paulo;155;4;5;3;14;not acept;not furnished;8552
São Paulo;246;3;4;3;8;acept;not furnished;8552
São Paulo;320;4;3;4;5;acept;not furnished;8558
Belo Horizonte;680;7;6;8;0;acept;not furnished;8560
Belo Horizonte;300;4;3;4;0;acept;not furnished;8565
São Paulo;200;3;4;3;8;acept;not furnished;8570
São Paulo;239;4;4;4;15;acept;not furnished;8571
São Paulo;180;2;3;2;9;acept;not furnished;8579
Belo Horizonte;506;4;5;0;0;acept;not furnished;8584
São Paulo;160;4;5;2;22;acept;furnished;8587
Belo Horizonte;400;4;6;4;15;acept;not furnished;8588
São Paulo;54;1;1;1;18;acept;not furnished;8588
São Paulo;45;1;1;1;1;not acept;furnished;8590
São Paulo;54;1;1;1;1;not acept;furnished;8592
São Paulo;88;2;2;1;1;acept;not furnished;8593
São Paulo;183;4;3;4;3;acept;not furnished;8598
Campinas;308;3;4;4;0;acept;not furnished;8599
São Paulo;260;3;4;2;0;acept;not furnished;8600
São Paulo;220;4;4;4;10;acept;not furnished;8602
São Paulo;223;3;4;3;0;acept;not furnished;8605
São Paulo;90;3;2;2;11;not acept;not furnished;8608
São Paulo;85;2;2;2;7;not acept;not furnished;8609
São Paulo;100;3;2;6;0;acept;not furnished;8613
São Paulo;180;3;4;3;15;acept;furnished;8613
São Paulo;600;3;2;2;0;acept;not furnished;8613
São Paulo;280;3;4;3;0;acept;furnished;8621
São Paulo;135;3;2;1;21;acept;furnished;8623
Belo Horizonte;163;4;4;0;14;acept;not furnished;8627
São Paulo;94;3;2;2;12;not acept;not furnished;8628
São Paulo;300;4;5;4;19;acept;not furnished;8629
Rio de Janeiro;67;2;1;0;6;acept;not furnished;8635
São Paulo;105;4;2;2;3;acept;not furnished;8642
São Paulo;138;3;3;2;17;acept;not furnished;8642
São Paulo;300;3;2;0;0;acept;furnished;8642
Belo Horizonte;840;5;6;5;0;acept;not furnished;8643
São Paulo;254;4;4;3;7;acept;furnished;8644
São Paulo;93;2;1;2;19;not acept;not furnished;8647
São Paulo;136;3;3;3;4;acept;furnished;8647
São Paulo;200;3;4;1;8;not acept;furnished;8652
Rio de Janeiro;133;1;2;1;6;acept;furnished;8658
São Paulo;290;3;3;3;0;acept;not furnished;8663
Rio de Janeiro;139;3;2;2;1;acept;not furnished;8665
São Paulo;130;2;2;2;3;acept;not furnished;8665
Rio de Janeiro;180;4;2;1;2;acept;furnished;8666
Rio de Janeiro;320;3;2;0;5;not acept;not furnished;8670
Belo Horizonte;234;3;3;3;0;acept;not furnished;8675
São Paulo;80;2;1;1;2;not acept;furnished;8679
Belo Horizonte;206;4;3;2;4;acept;not furnished;8682
São Paulo;350;4;5;4;15;acept;furnished;8683
São Paulo;75;2;2;2;7;not acept;furnished;8684
Belo Horizonte;441;5;5;8;0;acept;not furnished;8685
São Paulo;300;2;3;2;8;not acept;furnished;8685
São Paulo;195;3;4;3;0;acept;not furnished;8687
São Paulo;237;3;5;3;8;acept;furnished;8687
São Paulo;300;5;4;5;0;acept;not furnished;8688
Campinas;350;4;6;6;0;acept;not furnished;8696
São Paulo;200;4;7;4;0;acept;furnished;8696
São Paulo;556;6;7;4;0;acept;not furnished;8697
São Paulo;200;3;3;2;7;not acept;furnished;8702
São Paulo;320;5;5;3;0;acept;furnished;8708
São Paulo;46;1;1;1;8;not acept;furnished;8715
Belo Horizonte;320;5;4;6;0;not acept;not furnished;8716
São Paulo;280;3;3;2;0;acept;not furnished;8721
São Paulo;83;3;2;2;11;acept;not furnished;8726
São Paulo;262;3;5;3;4;acept;not furnished;8726
São Paulo;178;2;4;3;2;acept;not furnished;8727
Rio de Janeiro;289;3;2;1;6;acept;not furnished;8732
Porto Alegre;143;3;2;3;9;acept;furnished;8736
Belo Horizonte;400;3;3;6;0;acept;not furnished;8737
São Paulo;144;3;4;3;4;acept;furnished;8737
São Paulo;75;2;1;1;4;acept;furnished;8742
São Paulo;220;4;3;3;20;acept;furnished;8742
São Paulo;336;4;4;6;0;acept;not furnished;8743
São Paulo;240;3;2;0;7;acept;furnished;8744
Campinas;500;6;5;8;0;acept;not furnished;8746
Belo Horizonte;150;6;5;8;0;acept;not furnished;8757
São Paulo;86;1;2;1;13;acept;furnished;8758
Belo Horizonte;170;4;3;3;6;acept;not furnished;8761
São Paulo;146;3;4;3;4;acept;not furnished;8761
São Paulo;320;4;2;2;0;acept;furnished;8763
São Paulo;200;4;4;3;2;acept;furnished;8764
São Paulo;190;4;4;3;11;acept;furnished;8768
Porto Alegre;160;2;4;2;8;acept;not furnished;8770
São Paulo;153;4;3;3;3;acept;not furnished;8770
Rio de Janeiro;145;3;2;1;3;acept;not furnished;8775
São Paulo;250;3;4;3;8;acept;not furnished;8776
São Paulo;210;4;4;3;5;acept;furnished;8781
São Paulo;286;4;5;4;12;acept;furnished;8781
Rio de Janeiro;205;2;2;0;12;acept;furnished;8783
Campinas;300;4;4;3;2;acept;not furnished;8794
São Paulo;400;3;5;4;11;acept;not furnished;8794
São Paulo;84;4;1;3;5;not acept;not furnished;8795
São Paulo;225;4;5;4;10;acept;furnished;8797
São Paulo;77;1;2;1;29;acept;furnished;8798
São Paulo;240;3;4;3;9;acept;not furnished;8799
Campinas;400;4;6;3;0;acept;not furnished;8803
São Paulo;210;4;2;2;0;acept;not furnished;8805
São Paulo;200;1;2;0;0;acept;not furnished;8821
Belo Horizonte;211;3;4;3;0;not acept;not furnished;8830
São Paulo;215;4;6;3;2;acept;furnished;8832
São Paulo;65;2;2;1;15;not acept;furnished;8833
Campinas;329;4;2;2;9;acept;not furnished;8840
Belo Horizonte;240;4;4;2;3;acept;furnished;8847
São Paulo;200;3;4;2;10;acept;not furnished;8848
São Paulo;190;4;3;2;0;not acept;furnished;8851
Belo Horizonte;497;5;5;4;0;not acept;not furnished;8852
São Paulo;196;2;3;3;8;acept;not furnished;8853
São Paulo;253;3;3;4;3;acept;not furnished;8855
São Paulo;215;4;4;2;10;not acept;not furnished;8861
São Paulo;198;3;3;0;14;acept;not furnished;8862
São Paulo;480;4;7;5;0;acept;not furnished;8863
Rio de Janeiro;250;3;2;1;7;acept;not furnished;8871
São Paulo;360;4;4;3;0;not acept;not furnished;8871
Belo Horizonte;300;5;3;3;0;acept;not furnished;8874
São Paulo;250;3;3;1;9;acept;not furnished;8875
São Paulo;200;4;3;3;6;acept;not furnished;8876
São Paulo;50;2;2;2;6;acept;furnished;8880
São Paulo;208;3;3;3;13;acept;not furnished;8881
São Paulo;300;3;3;4;0;acept;not furnished;8881
São Paulo;200;4;3;3;14;not acept;not furnished;8882
Belo Horizonte;120;3;4;3;8;acept;furnished;8883
Belo Horizonte;360;6;2;0;0;not acept;not furnished;8884
São Paulo;164;3;3;1;1;not acept;not furnished;8886
São Paulo;136;3;2;2;9;not acept;not furnished;8887
São Paulo;180;4;3;2;5;acept;not furnished;8887
São Paulo;200;3;3;3;3;acept;not furnished;8889
São Paulo;190;4;4;3;23;acept;furnished;8890
São Paulo;300;4;4;2;0;acept;not furnished;8895
São Paulo;380;5;7;4;0;acept;not furnished;8896
Campinas;284;4;3;3;4;acept;not furnished;8900
São Paulo;287;4;5;4;5;acept;not furnished;8904
Belo Horizonte;350;4;5;5;12;acept;furnished;8908
São Paulo;240;2;3;1;3;acept;furnished;8913
São Paulo;153;3;4;3;17;acept;furnished;8914
São Paulo;442;5;6;6;0;acept;not furnished;8914
Belo Horizonte;160;4;4;3;12;not acept;furnished;8917
São Paulo;300;5;6;2;0;not acept;not furnished;8921
São Paulo;240;3;3;3;3;acept;not furnished;8933
São Paulo;218;4;4;4;3;not acept;not furnished;8935
São Paulo;334;3;3;8;0;acept;not furnished;8939
São Paulo;170;2;3;3;6;not acept;furnished;8943
São Paulo;310;5;2;2;15;acept;not furnished;8948
Rio de Janeiro;160;4;3;1;4;acept;furnished;8949
São Paulo;240;3;4;2;0;acept;not furnished;8950
São Paulo;103;3;2;2;4;acept;furnished;8955
São Paulo;376;3;3;7;0;acept;not furnished;8955
São Paulo;176;3;4;3;4;acept;not furnished;8958
Porto Alegre;400;3;4;5;0;acept;furnished;8961
Belo Horizonte;800;4;4;3;0;acept;not furnished;8966
Porto Alegre;320;4;4;2;13;acept;furnished;8966
São Paulo;140;2;3;4;10;acept;furnished;8966
São Paulo;220;3;4;3;2;not acept;not furnished;8966
São Paulo;200;4;4;2;0;not acept;not furnished;8971
Rio de Janeiro;104;3;2;2;4;acept;furnished;8977
São Paulo;140;3;3;2;3;acept;not furnished;8977
Campinas;360;4;6;4;0;acept;not furnished;8980
Rio de Janeiro;110;2;2;1;6;acept;furnished;8982
Rio de Janeiro;320;3;3;2;5;acept;not furnished;8982
São Paulo;78;2;2;1;2;acept;furnished;8982
Belo Horizonte;1000;5;4;3;15;acept;not furnished;8983
São Paulo;150;3;2;1;7;acept;furnished;8984
São Paulo;105;3;2;2;2;acept;not furnished;8988
São Paulo;190;3;3;1;3;acept;not furnished;8989
São Paulo;270;3;4;4;4;acept;furnished;8989
Rio de Janeiro;180;3;3;0;7;acept;furnished;8992
São Paulo;131;4;4;3;1;not acept;furnished;8995
São Paulo;400;5;5;5;0;acept;not furnished;8997
São Paulo;200;3;3;2;12;acept;not furnished;9000
Rio de Janeiro;180;3;3;1;4;acept;furnished;9001
São Paulo;192;3;3;3;16;acept;furnished;9003
São Paulo;185;2;3;3;8;acept;not furnished;9004
São Paulo;216;3;4;2;10;acept;not furnished;9005
São Paulo;400;10;9;8;0;acept;not furnished;9006
São Paulo;248;3;4;3;10;acept;not furnished;9019
São Paulo;370;4;4;3;0;acept;not furnished;9019
Porto Alegre;120;3;3;0;7;acept;furnished;9020
São Paulo;87;1;1;2;14;acept;furnished;9021
São Paulo;377;5;4;3;0;acept;not furnished;9021
Rio de Janeiro;235;4;3;1;8;not acept;furnished;9027
Rio de Janeiro;170;4;5;0;10;acept;not furnished;9031
São Paulo;200;3;2;4;0;acept;not furnished;9035
São Paulo;346;4;4;4;6;acept;not furnished;9036
São Paulo;280;4;4;3;17;acept;furnished;9037
São Paulo;230;4;3;4;17;not acept;furnished;9039
São Paulo;378;5;5;4;4;acept;not furnished;9039
São Paulo;288;4;6;4;1;acept;not furnished;9043
São Paulo;238;4;4;3;1;not acept;not furnished;9049
São Paulo;600;4;5;6;0;acept;not furnished;9051
São Paulo;110;2;4;2;2;acept;furnished;9056
São Paulo;63;1;1;1;9;not acept;furnished;9063
Porto Alegre;457;6;6;2;0;acept;furnished;9069
Campinas;650;5;4;8;0;acept;furnished;9070
São Paulo;210;3;4;4;2;not acept;not furnished;9071
São Paulo;380;3;4;4;0;acept;not furnished;9073
São Paulo;200;4;4;3;9;acept;furnished;9075
São Paulo;200;4;5;3;7;not acept;not furnished;9077
São Paulo;271;3;3;2;0;acept;not furnished;9080
Rio de Janeiro;250;4;3;2;6;acept;not furnished;9091
São Paulo;260;3;5;3;3;acept;not furnished;9092
São Paulo;220;3;4;3;8;acept;not furnished;9094
São Paulo;230;3;4;3;7;acept;not furnished;9094
São Paulo;265;3;3;0;0;acept;not furnished;9103
Porto Alegre;125;3;2;2;3;acept;furnished;9105
São Paulo;350;4;4;0;0;acept;not furnished;9110
São Paulo;165;3;2;2;8;acept;furnished;9112
São Paulo;250;3;3;2;7;acept;furnished;9112
São Paulo;300;3;2;2;0;acept;furnished;9116
São Paulo;240;3;3;4;0;acept;furnished;9121
São Paulo;450;8;5;5;0;acept;not furnished;9121
Campinas;269;4;5;0;12;acept;not furnished;9128
Campinas;330;4;6;6;0;acept;furnished;9129
São Paulo;180;5;3;2;0;not acept;not furnished;9136
São Paulo;320;3;5;3;0;acept;not furnished;9136
São Paulo;500;4;4;3;0;acept;not furnished;9136
São Paulo;400;6;6;8;15;acept;furnished;9140
São Paulo;310;2;6;3;11;not acept;not furnished;9141
Porto Alegre;400;4;2;2;15;acept;furnished;9142
São Paulo;178;4;3;2;5;acept;not furnished;9145
Belo Horizonte;350;7;5;5;0;acept;not furnished;9148
Belo Horizonte;420;4;4;5;0;acept;not furnished;9148
